SITE_NO,SITE_NAME,SITE_NOM_FR,SITE_TYPE,SITE_DESC,SITE_DESC_FR,LATITUDE,LONGITUDE,DATUM,PROV_TERR,PROV_TERR_FR,PEARSEDA,PEARSEDA_FR,OCEANDA,OCEANDA_FR,DATA_URL,DATA_URL_FR,OPEN_DATA_URL
"NW10VK0001","RUGGLES RIVER AT OUTLET OF LAKE HAZEN","RIVIÈRE RUGGLES AU LAC HAZEN","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","81.7942","-70.4339","NAD27","NVT.","NT",ARCTIC COAST-ISLANDS,CÔTE DE L'ARCTIQUE-ÎLES,"ARCTIC OCEAN","OCÉAN ARCTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/ARCTIC-COAST-ISLANDS-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA-CANADA-S-NORTH/WATER-QUAL-EAU-ARCTIC-2000-PRESENT.CSV"
"NW10VK0002","VERY RIVER NEAR INLET LAKE HAZEN","RIVIÈRE VERY AU LAC HAZEN","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","81.6803","-73.1258","NAD83","NVT.","NT",ARCTIC COAST-ISLANDS,CÔTE DE L'ARCTIQUE-ÎLES,"ARCTIC OCEAN","OCÉAN ARCTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/ARCTIC-COAST-ISLANDS-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA-CANADA-S-NORTH/WATER-QUAL-EAU-ARCTIC-2000-PRESENT.CSV"
"NW10VK0003","ABBE RIVER NEAR INLET LAKE HAZEN","RIVIÈRE ABBE AU LAC HAZEN","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","81.8439","-71.0769","NAD83","NVT.","NT",ARCTIC COAST-ISLANDS,CÔTE DE L'ARCTIQUE-ÎLES,"ARCTIC OCEAN","OCÉAN ARCTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/ARCTIC-COAST-ISLANDS-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA-CANADA-S-NORTH/WATER-QUAL-EAU-ARCTIC-2000-PRESENT.CSV"
"NW10VK0004","TURNABOUT RIVER NEAR INLET LAKE HAZEN","RIVIÈRE TURNABOUT AU LAC HAZEN","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","81.9372","-69.0828","NAD83","NVT.","NT",ARCTIC COAST-ISLANDS,CÔTE DE L'ARCTIQUE-ÎLES,"ARCTIC OCEAN","OCÉAN ARCTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/ARCTIC-COAST-ISLANDS-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA-CANADA-S-NORTH/WATER-QUAL-EAU-ARCTIC-2000-PRESENT.CSV"
"ON02GG0004","POINT EDWARD","POINT EDWARD","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","ST. CLAIR RIVER AT POINT EDWARD, LAMBTON WATER INTAKE PLANT. CURRENT CO-ORDINATES ARE INCORRECT AT APPROXIMATELY 35 M FROM SHORE.  THE CURRENT INTAKE LOCATION IS UNKNOWN BUT APPROXIMATELY 100 M FROM SHORE PROJECTING INTO LAKE HURON.","RIVIÈRE SAINTE-CLAIRE À POINT EDWARD, À LA PRISE D'EAU DE LAMBTON. LES COORDONNÉES ACTUELLES SONT INCORRECTES À ENVIRON 35 M DE LA RIVE. LA LOCALISATION ACTUELLE DE LA PRISE D'EAU EST INCONNUE, MAIS À ENVIRON 100 M DE LA RIVE SE PROJETANT DANS LE LAC HURON.","43.0048","-82.4155","NAD83","ONT.","ONT.","GREAT LAKES","GRANDS LACS","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/GREAT-LAKES-WATER-QUALITY-MONITORING-AND-AQUATIC-ECOSYSTEM-HEALTH-DATA/GREAT-LAKES-CONNECTING-CHANNELS-MONITORING-AND-SURVEILLANCE-DATA/UPPER-CONNECTING-CHANNELS-CANAUX%20DE%20CONNEXION%20SUP%C3%A9RIEURS%20WATER-QUAL-EAU-GREATLAKES-GRANDLACS.CSV"
"ON02GG0005","PORT LAMBTON","PORT LAMBTON","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","ST. CLAIR RIVER AT PORT LAMBTON, AN ABANDONED PUMP HOUSE ALONG THE RIVER","RIVIÈRE SAINTE-CLAIRE À PORT LAMBTON, UNE STATION DE POMPAGE ABANDONNÉE LE LONG DE LA RIVIÈRE","42.6589","-82.5068","NAD83","ONT.","ONT.","GREAT LAKES","GRANDS LACS","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/GREAT-LAKES-WATER-QUALITY-MONITORING-AND-AQUATIC-ECOSYSTEM-HEALTH-DATA/GREAT-LAKES-CONNECTING-CHANNELS-MONITORING-AND-SURVEILLANCE-DATA/UPPER-CONNECTING-CHANNELS-CANAUX%20DE%20CONNEXION%20SUP%C3%A9RIEURS%20WATER-QUAL-EAU-GREATLAKES-GRANDLACS.CSV"
"ON02HA0019","NIAGARA-ON-THE-LAKE LIGHTHOUSE","PHARE DE NIAGARA-ON-THE-LAKE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","LOWER NIAGARA RIVER (2.4 KM TO 1.5 MILES) UPSTREAM OF MOUTH FROM LIGHTHOUSE AT WATER TREATMENT PLANT TO NEW YORK STATE AUTOMATIC DAILY SAMPLING STATION (30 M TO 100 FEET FROM CANADIAN SHORE)","COURS INFÉRIEUR DE LA RIVIÈRE NIAGARA (DE 2,4 KM À 1,5 MILLES) EN AMONT DE L'EMBOUCHURE À PARTIR DU PHARE À L'USINE DE TRAITEMENT JUSQU'À LA STATION D'ÉCHANTILLONNAGE JOURNALIER AUTOMATISÉ DE L'ÉTAT DE NEW YORK (DE 30 M À 100 PIEDS À PARTIR DE LA RIVE CANADIENNE)","43.2539","-79.0604","NAD83","ONT.","ONT.","GREAT LAKES","GRANDS LACS","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/GREAT-LAKES-WATER-QUALITY-MONITORING-AND-AQUATIC-ECOSYSTEM-HEALTH-DATA/GREAT-LAKES-CONNECTING-CHANNELS-MONITORING-AND-SURVEILLANCE-DATA/LOWER-CONNECTING-CHANNELS-CANAUX%20DE%20CONNEXION%20INF%C3%A9RIEURS%20WATER-QUAL-EAU-GREATLAKES-GRANDLACS.CSV"
"ON02HA0045","NIAGARA RIVER AUTOMATIC DAILY STATION","STATION AUTOMATIQUE JOURNALIÈRE DE LA RIVIÈRE NIAGARA","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","NIAGARA RIVER AUTOMATIC DAILY STATION LOCATED AT FORT ERIE CUSTOMS DOCK AT FOOT OF JARVIS STREET JUST DOWNSTREAM OF INTERNATIONAL RAILROAD BRIDGE (30 M - 100 FEET OFF CANADIAN SHORE)","STATION AUTOMATIQUE JOURNALIÈRE DE LA  RIVIÈRE NIAGARA SITUÉE À L'EMBARCADÈRE DES DOUANES DE FORT ERIE À CÔTÉ DE JARVIS STREET JUSTE EN AVAL DE DU PONT FERROVIAIRE INTERNATIONAL (30 M - 100 PIEDS DE LA RIVE CANADIENNE)","42.9304","-78.9137","NAD83","ONT.","ONT.","GREAT LAKES","GRANDS LACS","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/GREAT-LAKES-WATER-QUALITY-MONITORING-AND-AQUATIC-ECOSYSTEM-HEALTH-DATA/GREAT-LAKES-CONNECTING-CHANNELS-MONITORING-AND-SURVEILLANCE-DATA/LOWER-CONNECTING-CHANNELS-CANAUX%20DE%20CONNEXION%20INF%C3%A9RIEURS%20WATER-QUAL-EAU-GREATLAKES-GRANDLACS.CSV"
"ON02MA0030","ST. LAWRENCE RIVER (SOUTH CHANNEL)","FLEUVE SAINT-LAURENT (CHENAL SUD)","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","FIXED SAMPLING STATION ON SOUTH CHANNEL OF ST. LAWRENCE RIVER AT BANFORD POINT ON WOLFE ISLAND AND 122 M FROM CANADIAN SHORE","STATION D'ÉCHANTILLONNAGE FIXE DANS LE CHENAL SUD DU FLEUVE SAINT-LAURENT À BANFORD POINT SUR L'ÎLE WOLFE ET À 122 M DE LA RIVE CANADIENNE","44.2077","-76.2368","WGS84","ONT.","ONT.","GREAT LAKES","GRANDS LACS","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/GREAT-LAKES-WATER-QUALITY-MONITORING-AND-AQUATIC-ECOSYSTEM-HEALTH-DATA/GREAT-LAKES-CONNECTING-CHANNELS-MONITORING-AND-SURVEILLANCE-DATA/LOWER-CONNECTING-CHANNELS-CANAUX%20DE%20CONNEXION%20INF%C3%A9RIEURS%20WATER-QUAL-EAU-GREATLAKES-GRANDLACS.CSV"
"ON02MC0032","ST. LAWRENCE RIVER, WATER INTAKE OF CORNWALL'S WATER FILTRATION PLANT","FLEUVE SAINT-LAURENT, PRISE D'EAU DE L'USINE DE FILTRATION DE CORNWALL","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","ST. LAWRENCE RIVER, WATER INTAKE OF CORNWALL'S WATER FILTRATION PLANT","FLEUVE SAINT-LAURENT, PRISE D'EAU DE L'USINE DE FILTRATION DE CORNWALL","45.0138","-74.7908","WGS84","ONT.","ONT.","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"PE01CA0001","MILL RIVER AT WATER SURVEY OF CANADA (WSC) GAUGE IN BLOOMFIELD PARK","RIVIÈRE MILL, À LA JAUGE DE LA DIVISION DES RELEVÉS HYDROLOGIQUES DU CANADA (DRHC), PARC PROVINCIAL DE BLOOMFIELD","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","MILL RIVER AT WATER SURVEY OF CANADA (WSC) GAUGE IN BLOOMFIELD PARK, NORTH OF ST. ANTHONY, PRINCE COUNTY","RIVIÈRE MILL, À LA JAUGE DE LA DIVISION DES RELEVÉS HYDROLOGIQUES DU CANADA (DRHC), PARC PROVINCIAL DE BLOOMFIELD, AU NORD DE ST. ANTHONY, COMTÉ DE PRINCE","46.7442","-64.1817","WGS84","P.E.I.","Î.-P.-É.","MARITIME COASTAL","CÔTE DES PROVINCES MARITIMES","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","HTTP://WWW.GOV.PE.CA/ENVENGFOR/WATERDATA/DATA/669-MILL_RIVER-MIR_15.ZIP","HTTP://WWW.GOV.PE.CA/ENVENGFOR/WATERDATA/DATA/669-MILL_RIVER-MIR_15.ZIP","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MARITIME-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MARITIME-2000-PRESENT.CSV"
"PE01CB0143","WILMOT RIVER NEAR KELVIN GROVE","RIVIÈRE WILMOT PRÈS DE KELVIN GROVE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","WILMOT RIVER NEAR KELVIN GROVE, FROM UPSTREAM SIDE OF BRIDGE, AT BRIDGE","RIVIÈRE WILMOT PRÈS DE KELVIN GROVE, DEPUIS LE CÔTÉ AMONT DU PONT, AU PONT","46.3933","-63.6586","NAD83","P.E.I.","Î.-P.-É.","MARITIME COASTAL","CÔTE DES PROVINCES MARITIMES","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","HTTP://WWW.GOV.PE.CA/ENVENGFOR/WATERDATA/DATA/1128-SUMMERSIDE_HARBOUR-SSH_36.ZIP","HTTP://WWW.GOV.PE.CA/ENVENGFOR/WATERDATA/DATA/1128-SUMMERSIDE_HARBOUR-SSH_36.ZIP","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MARITIME-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MARITIME-2000-PRESENT.CSV"
"PE01CD0050","BEAR RIVER AT ST. MARGARETS","RIVIÈRE BEAR, À ST. MARGARETS","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","APPROXIMATELY 50 M UPSTREAM OF HIGHWAY 16, KINGS COUNTY","À ENVIRON 50 M EN AMONT DE LA ROUTE 16, COMTÉ DE KINGS","46.4531","-62.3825","WGS84","P.E.I.","Î.-P.-É.","MARITIME COASTAL","CÔTE DES PROVINCES MARITIMES","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MARITIME-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MARITIME-2000-PRESENT.CSV"
"QU02LB9001","OTTAWA RIVER, DOWNSTREAM OF THE CARILLON DAM","RIVIÈRE DES OUTAOUAIS, EN AVAL DU BARRAGE DE CARILLON","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","CARILLON, 1 KM DOWNSTREAM OF THE DAM","CARILLON, 1 KM EN AVAL DU BARRAGE","45.5676","-74.3799","NAD83","QUE.","QC","OTTAWA","OTTAWA","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","HTTP://GENIE.QC.EC.GC.CA/WQMSD_EN.ASPX","HTTP://GENIE.QC.EC.GC.CA/WQMSD_FR.ASPX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/OTTAWA-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-OTTAWA-OUTAOUAIS-2000-PRESENT.CSV"
"QU02NG3013","SAINT-MAURICE RIVER, WATER INTAKE OF TROIS-RIVIÈRES 'S WATER FILTRATION PLANT","RIVIÈRE SAINT-MAURICE, PRISE D'EAU DE L'USINE DE FILTRATION DE TROIS-RIVIÈRES","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","46.382","-72.6105","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","HTTP://GENIE.QC.EC.GC.CA/WQMSD_EN.ASPX","HTTP://GENIE.QC.EC.GC.CA/WQMSD_FR.ASPX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02NG3020","RIVIÈRE À LA PÊCHE, STATION CABIN RPA001 (LA MAURICIE NATIONAL PARK)","RIVIÈRE À LA PÊCHE, STATION RCBA RPA001 (PARC NATIONAL DE LA MAURICIE)","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","RIVIÈRE À LA PÊCHE, STATION CANADIAN AQUATIC BIOMONITORING NETWORK (CABIN) RPA001 (LA MAURICIE NATIONAL PARK)","RIVIÈRE À LA PÊCHE, STATION RÉSEAU CANADIEN DE BIOSURVEILLANCE AQUATIQUE (RCBA) RPA001 (PARC NATIONAL DE LA MAURICIE)","46.6776","-72.8652","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","HTTP://GENIE.QC.EC.GC.CA/WQMSD_EN.ASPX","HTTP://GENIE.QC.EC.GC.CA/WQMSD_FR.ASPX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OA0125","CHÂTEAUGUAY RIVER'S MOUTH","RIVIÈRE CHÂTEAUGUAY, EMBOUCHURE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","CHÂTEAUGUAY RIVER, AT THE RAILWAY BRIDGE","RIVIÈRE CHÂTEAUGUAY, À L'EMBOUCHURE, AU PONT FERROVIAIRE","45.3769","-73.7511","WGS84","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OA0204","À L'ORME RIVER","RIVIÈRE À L'ORME","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.4444","-73.9159","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OA0205","MEADOWBROOK BROOK","RUISSEAU MEADOWBROOK","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.4251","-73.8703","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OA0206","ILES-DE-BOUCHERVILLE","ILES-DE-BOUCHERVILLE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","ST. LAWRENCE RIVER, WEST OF ILES-DE-BOUCHERVILLE","FLEUVE SAINT-LAURENT, À L'OUEST DES ILES-DE-BOUCHERVILLE","45.5966","-73.4997","WGS84","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OA0207","ILE SAINTE-THÉRÈSE","ILE SAINTE-THÉRÈSE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","ST. LAWRENCE RIVER, EAST OF ILE SAINTE-THÉRÈSE","FLEUVE SAINT-LAURENT, À L'EST DE L'ILE SAINTE-THÉRÈSE","45.6745","-73.4592","WGS84","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OA0440","STATION 120 M FROM SOUTH SHORE OF WOLFE ISLAND AT BANFORD POINT","STATION À 120 M DE LA RIVE SUD DE L'ÎLE WOLFE À BRANDFORD POINT","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","44.2063","-76.2379","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OB0066","ST. LAWRENCE RIVER, ÎLE DE LA COMMUNE, CHENAL LA PASSE (BOUCHERVILLE ISLANDS)","FLEUVE SAINT-LAURENT, ÎLE DE LA COMMUNE, CHENAL LA PASSE (ÎLES DE BOUCHERVILLE)","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.6187","-73.4723","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OB0067","PARC LE ROCHER AT SAINT-AMABLE","PARC LE ROCHER À SAINT-AMABLE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.6456","-73.3293","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OB0068","BOISÉ DU TREMBLAY AT LONGUEUIL - SITE 1","BOISÉ DU TREMBLAY À LONGUEUIL -SITE 1","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.534","-73.4257","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OB0069","BOISÉ DU TREMBLAY AT LONGUEUIL - SITE 2","BOISÉ DU TREMBLAY À LONGUEUIL -SITE 2","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.5371","-73.4243","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OB9004","ST. LAWRENCE RIVER, WATER INTAKE OF LAVALTRIE'S WATER FILTRATION PLANT","FLEUVE SAINT-LAURENT, PRISE D'EAU DE L'USINE DE FILTRATION DE LAVALTRIE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","THE STATION IS LOCATED AT THE WATER INTAKE OF THE WATER FILTRATION PLANT OF THE CITY OF LAVALTRIE. THIS SITE IS LOCATED  ON THE NORTH SHORE OF THE ST. LAWRENCE RIVER, 10 KM DOWNSTREAM OF THE URBAN AREA OF MONTREAL. WATER AND SUSPENDED SEDIMENT SAMPLES ARE COLLECTED MONTHLY AND ANALYSED FOR A SUITE OF ENVIRONMENTAL PARAMETERS. LOCATED AT LAVALTRIE FILTRATION PLANT.","LA STATION EST LOCALISÉE À LA PRISE D'EAU DE L'USINE DE FILTRATION DE LA VILLE DE LAVALTRIE. CE SITE EST LOCALISÉ SUR LA RIVE NORD DU FLEUVE SAINT-LAURENT, À 10 KM EN AVAL DE LA RÉGION URBAINE DE MONTRÉAL. DES ÉCHANTILLONS D'EAU ET DE SÉDIMENTS EN SUSPENSION SONT PRÉLEVÉS MENSUELLEMENT ET ANALYSÉS POUR UNE SÉRIE DE PARAMÈTRES ENVIRONNEMENTAUX. LOCALISÉ À L'USINE DE FILTRATION DE LAVALTRIE.","45.8744","-73.2806","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","HTTP://GENIE.QC.EC.GC.CA/WQMSD_EN.ASPX","HTTP://GENIE.QC.EC.GC.CA/WQMSD_FR.ASPX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OC3000","LAKE SAINT-PIERRE OUTLET, NORTH SHORE","LAC SAINT-PIERRE, SORTIE RIVE NORD","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","ST. LAWRENCE RIVER,  NORTH OUTLET OF LAKE SAINT-PIERRE, NEAR THE SHORE","FLEUVE SAINT-LAURENT, SORTIE NORD DU LAC SAINT-PIERRE, À PROXIMITÉ DE LA RIVE","46.2802","-72.6581","WGS84","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
